1876, 87
2526, 65
1865, 87
1857, 87
2144, 76

989, 82
982, 82
974, 80
970, 83
980, 79

166, 73
164, 74
148, 75
107, 78
101, 79

107, 72
107, 70
104, 75
100, 75
97,75

105, 71
106, 71
90, 73
100, 72
103, 69

141, 61
95, 70
84, 72
130, 62
89, 68

103, 64
169, 52
116, 60
92 ,65
94 ,65

65 ,68
139 ,50
159 ,48
125 ,53
70 ,67

85 ,55
95 ,52
108 ,48
130 ,42
90 ,54

133 ,35
134 ,36
116 ,39
87 ,48
98 ,46
